211106C000800 ,255081
2017160001200 ,143308
2015040003201 ,108574
221014CC03573 ,263957
141316DD00206 ,134457
2015090004301 ,108619
2015090005800 ,108639
2018040009600 ,143424
221017A000200 ,142239
221017A000300 ,142258
211002B007800 ,126518
221009B002400 ,141955
221009B002200 ,141957
1915140001100 ,143130
1915140001800 ,143143
221014CC03520 ,255018
211016A013000 ,139400
211015B006100 ,139096
1914030000400 ,108396
201709B000110 ,143255
211016A010300 ,139365
1914350003100 ,108504
2015090004201 ,108621
2015040000900 ,108540
2015090000800 ,108579
221019D005300 ,142540
2015090005700 ,108640
1915140000700 ,143134
211029D006100 ,140671
211029D006000 ,140672
191405A002200 ,151860
2017140002300 ,143306
221008D000500 ,141829
171233AC06002 ,105014
1914350000400 ,108455
1916160001100 ,151194
2221170001401 ,143582
211015B013300 ,139147
211036C004500 ,141243
2018040010800 ,143435
2017040001000 ,145187
2017040000800 ,145188
211016B006700 ,139469
221014CC03466 ,251683
221014CC03521 ,255019
211036C000116 ,144573
221016A016300 ,142101
1916160003400 ,151255
211003A004100 ,126570
2015040003100 ,108576
211015A011900 ,139011
211016B011800 ,139518
1916320001600 ,143169
221009B002800 ,141953
221014CC03558 ,263942
221014CC03559 ,263943
221014CC03560 ,263944
221014CC03561 ,263945
221014CC03563 ,263947
221014CC03564 ,263948
221014CC03565 ,263949
221014CC03566 ,263950
221014CC03574 ,263958
221014CC03583 ,263967
221014CC03584 ,263968
221009B004700 ,141961
1914350000900 ,108467
2017000003806 ,143237
221017B011600 ,142435
221017B012600 ,142445
1914350001606 ,108484
1916160003700 ,151260
211010A000300 ,126871
2015040003502 ,108569
2015040003501 ,112796
221014CC03530 ,255028
211016B002800 ,139427
211022A000400 ,139769
151316DD00119 ,205231
211026C000100 ,127007
211003A005000 ,126581
211015D002100 ,163530
2018040005000 ,143395
2015090003900 ,108606
2015090004401 ,108617
211002B006800 ,126508
2015090004302 ,112792
151309CA01801 ,122556
221014CC03459 ,251676
221014CC03525 ,255023
221014CC03526 ,255024
221015AA02900 ,115079
221015AA04600 ,115100
151316AA01601 ,127519
141316AC00201 ,134065
151315BA00500 ,122985
151315BA02200 ,123008
221014AB00168 ,205473
221002A000900 ,114345
221002A001800 ,114351
221002BA02800 ,114390
221014BD02601 ,114978
221015AA03800 ,115087
221015AA03600 ,115090
221016C001100 ,115328
221016C005100 ,115351
211002B004100 ,126492
211002B006700 ,126509
211002B008000 ,126516
211002B007500 ,126521
211002B007400 ,126522
211003A004000 ,126571
211003DD01200 ,126696
211003DD03200 ,126786
211003DD03300 ,126787
211003DD02000 ,126793
211003DD04100 ,135927
201025B009700 ,137596
201026AA03000 ,137638
211015A004800 ,138939
211015A005900 ,138948
211015A007800 ,138969
211015A007600 ,138971
211015A010000 ,138987
211015A009600 ,138991
211015A010200 ,139006
211015B005200 ,139084
211015B007000 ,139087
211015B006600 ,139091
211015B006500 ,139092
211015B010300 ,139134
211015B012100 ,139139
211015B012600 ,139154
211015C004400 ,139203
211015C004300 ,139204
211015C013200 ,139270
211016A002800 ,139299
211016A007300 ,139335
211016A007700 ,139351
211016A010600 ,139382
211016B004100 ,139454
211016B005500 ,139460
211016B007900 ,139477
211016B009100 ,139485
211016B011100 ,139505
211022B006100 ,139837
211033B000700 ,140865
211036BA02700 ,141151
211036BA03200 ,141160
211036C000501 ,141210
221003B007700 ,141422
221003C002700 ,141459
221004B002300 ,141550
221004C000115 ,141562
221004C000114 ,141563
221008D003100 ,141851
221009B004400 ,141964
221009C001600 ,141991
221009C000900 ,141995
221009C002500 ,142005
221009C004800 ,142011
221009C004700 ,142012
221009C004100 ,142017
221009C004000 ,142018
221009C005100 ,142028
221009C006800 ,142036
221016A002300 ,142074
221016A010200 ,142091
221016C000200 ,142169
221016C003200 ,142190
221016C004400 ,142200
221016C004100 ,142203
221016C005500 ,142212
221016C004600 ,142218
221016D001600 ,142232
221016D001400 ,142233
221016D002500 ,142245
221016D002200 ,142247
221017A000900 ,142252
221017B001100 ,142329
221017B000800 ,142332
221017B000700 ,142333
221017B000600 ,142334
221017B000300 ,142337
221017B001300 ,142347
221017B002300 ,142357
2210360002523 ,142700
220925C002100 ,144412
171224D000301 ,174793
161227C001601 ,196636
211002B003300 ,126480
221015AB00401 ,115122
221015AC01102 ,115139
221015AC01100 ,115141
221015AC01000 ,115142
1711110001603 ,177005
211015D001200 ,163521
141314C001104 ,263615
221010DC00500 ,114860
151304CA09500 ,122283
151316BA06301 ,190140
1914030000300 ,108397
1914030001600 ,108404
1914250000700 ,108431
1914250000400 ,108434
1914250000901 ,108448
1914350001204 ,108459
1914350001500 ,108471
1914350001901 ,108479
1914350001607 ,108483
1914350001602 ,108488
1914350002600 ,108490
1914350003000 ,108505
1914350002902 ,108507
2015000001300 ,108533
2015040000300 ,108546
2015040001600 ,108553
2015040001200 ,108557
2015040003301 ,108572
2015040003200 ,108575
2015090000400 ,108582
2015090001900 ,108586
2015090001500 ,108590
2015090001300 ,108592
2015090002700 ,108598
2015090002600 ,108599
2015090002500 ,108600
2015090002000 ,108605
2015090003600 ,108609
2015090005000 ,108628
2015090004800 ,108630
2015090006200 ,108635
2015090005400 ,108643
1915140001700 ,143144
1916320000200 ,143161
1916320001500 ,143170
2016000000202 ,143187
2016000001209 ,143196
2016000001202 ,143202
2016000001201 ,143203
2017000000701 ,143222
2017000003805 ,143238
2017000003803 ,143239
201709B000115 ,143250
2017140000700 ,143281
2017140001200 ,143296
2017140002800 ,143302
2017160001500 ,143326
2221170000700 ,143570
2017000003804 ,145181
1915140000401 ,149985
1916160001000 ,151208
1916160002000 ,151218
1916160002700 ,151242
1916160002900 ,151246
1916160003000 ,151248
1916160003100 ,151249
1916160004700 ,151270
2015040003102 ,154721
2016000001211 ,156224
2016000001212 ,157429
2016000001213 ,157430
2016000001214 ,157431
2015090004303 ,160139
2015090004304 ,160142
2016000001215 ,160465
2015040003103 ,168483
1914250000902 ,264699
1914250000903 ,264700
1914250000904 ,264701
1914250000905 ,264702
151223A009600 ,193989
221014DB00804 ,276953
221014DB00806 ,276955
211015C003400 ,139192
211032D000700 ,140793
211016C001900 ,144049
221016D000108 ,160467
221009B003900 ,141967
211032A001100 ,140715
211022C011000 ,139941
211016C004600 ,144065
211032D002900 ,140812
221002A002601 ,168523
221019D002900 ,142524
221005A004100 ,141667
221016B000102 ,262129
221009B001000 ,141947
211029D007500 ,140612
221004C003200 ,141597
221004A011500 ,141618
